,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,GOR JAKABARING,6:11:35 AM,,38,38,38,0.25,6:11:23 AM,71.38,6:11:23 AM,71.38,6:11:23 AM,71.38,,20,GOR JAKABARING, 07:55:50,,24.7,37.4,15.3,0.25,7:55:47 AM,175.79,7:55:35 AM,175.58,7:56:10 AM,176.16,,20,GOR JAKABARING,9:19:39 AM,,23.8,34.6,21.9,0.28,9:19:37 AM,259.62,9:19:24 AM,259.40,9:19:41 AM,259.68,,20,GOR JAKABARING,10:48:49 AM,,28.7,40.3,17.6,0.27,10:48:39 AM,348.65,10:48:29 AM,348.49,10:49:00 AM,349.00,,20,GOR JAKABARING,12:20:53 PM,,36.7,40.3,35.2,0.25,12:20:38 PM,440.63,12:20:35 PM,440.59,12:20:39 PM,440.64,,20,GOR JAKABARING,2:02:39 PM,,32.3,43.2,35.8,0.92,2:03:42 PM,543.69,2:03:16 PM,543.26,2:03:32 PM,543.53,,,20,GOR JAKABARING,3:27:18 PM,,35.9,45.7,35.2,0.24,3:27:03 PM,627.05,3:26:58 PM,626.97,3:27:04 PM,627.06,,20,GOR JAKABARING,5:01:33 PM,,33.2,38.6,35.8,0.25,5:01:20 PM,721.34,5:01:16 PM,721.27,5:01:18 PM,721.30
21,BANK SUMSEL BABEL B,6:12:54 AM,,35.5,40,31,0.65,6:12:41 AM,72.68,6:12:34 AM,72.56,6:12:50 AM,72.84,,21,BANK SUMSEL BABEL B, 07:57:01,,34.4,46.1,21.7,0.65,7:56:58 AM,176.97,7:56:41 AM,176.68,7:57:38 AM,177.63,,21,BANK SUMSEL BABEL B,9:21:08 AM,,31.7,40.0,23.7,0.65,9:20:53 AM,260.88,9:20:38 AM,260.63,9:21:18 AM,261.30,,21,BANK SUMSEL BABEL B,10:50:10 AM,,38.1,45.0,9.8,0.65,10:49:50 AM,349.84,10:49:41 AM,349.68,10:52:48 AM,352.80,,21,BANK SUMSEL BABEL B,12:22:08 PM,,39.3,42.8,36.9,0.62,12:21:50 PM,441.83,12:21:45 PM,441.75,12:21:53 PM,441.89,,21,BANK SUMSEL BABEL B,2:03:52 PM,,35.8,41.8,30.3,0.70,2:03:49 PM,543.82,2:03:39 PM,543.65,2:04:02 PM,544.04,,,21,BANK SUMSEL BABEL B,3:28:48 PM,,34,41,32.9,0.6,3:28:22 PM,628.36,3:28:11 PM,628.18,3:28:24 PM,628.39,,21,BANK SUMSEL BABEL B,5:02:51 PM,,36.4,40.1,30.3,0.61,5:02:33 PM,722.56,5:02:28 PM,722.46,5:02:45 PM,722.76
22,PLN B,6:14:11 AM,,37,42,32,0.75,6:14:07 AM,74.12,6:13:58 AM,73.97,6:14:18 AM,74.31,,22,PLN B, 07:58:21,,42.2,48.2,40.7,0.75,7:58:05 AM,178.08,7:57:57 AM,177.95,7:58:07 AM,178.12,,22,PLN B,9:22:55 AM,,32.3,43.2,4.7,0.74,9:22:30 AM,262.51,9:22:10 AM,262.16,9:30:35 AM,270.58,,22,PLN B,10:51:30 AM,,43.3,47.2,35.9,0.75,10:51:12 AM,351.21,10:51:07 AM,351.12,10:51:25 AM,351.42,,22,PLN B,12:23:33 PM,,38.9,44.6,24.4,0.79,12:23:21 PM,443.35,12:23:12 PM,443.20,12:24:05 PM,444.08,,22,PLN B,2:05:26 PM,,34.9,42.5,30.3,0.90,2:05:25 PM,545.41,2:05:08 PM,545.14,2:05:39 PM,545.65,,,22,PLN B,3:30:15 PM,,38.2,45.2,36.8,0.73,3:29:57 PM,629.95,3:29:46 PM,629.77,3:29:59 PM,629.99,,22,PLN B,5:04:15 PM,,37,41,36.4,0.78,5:04:07 PM,724.11,5:03:59 PM,723.99,5:04:08 PM,724.14
23,SIMPANG RS BARI,6:15:50 AM,,30.5,41,20,0.90,6:15:57 AM,75.95,6:15:30 AM,75.50,6:16:53 AM,76.88,,23,SIMPANG RS BARI, 08:00:10,,31.9,45.4,9.6,0.90,8:00:03 AM,180.04,7:59:32 AM,179.54,8:03:59 AM,183.98,,23,SIMPANG RS BARI,9:24:42 AM,,32.8,46.8,19.3,0.90,9:24:34 AM,264.56,9:24:04 AM,264.07,9:25:43 AM,265.71,,23,SIMPANG RS BARI,10:53:22 AM,,32.8,37.4,24.2,0.90,10:53:09 AM,353.15,10:52:57 AM,352.94,10:53:44 AM,353.73,,23,SIMPANG RS BARI,12:25:13 PM,,35.6,43.9,30.5,0.85,12:24:59 PM,444.98,12:24:43 PM,444.71,12:25:13 PM,445.22,,23,SIMPANG RS BARI,2:07:09 PM,,34.4,48.2,32.8,0.80,2:06:50 PM,546.83,2:06:26 PM,546.43,2:06:54 PM,546.90,,,23,SIMPANG RS BARI,3:31:58 PM,,35.4,39.5,33.3,0.82,3:31:38 PM,631.64,3:31:30 PM,631.50,3:31:44 PM,631.73,,23,SIMPANG RS BARI,5:06:02 PM,,55.8,49.1,32.8,0.69,5:05:00 PM,724.99,5:05:06 PM,725.09,5:05:31 PM,725.51
24,PENGADILAN AGAMA,6:17:21 AM,,36,38,34,0.80,6:17:10 AM,77.17,6:17:06 AM,77.10,6:17:15 AM,77.25,,24,PENGADILAN AGAMA, 08:02:22,,32.8,42.1,15.3,0.80,8:01:38 AM,181.63,8:01:18 AM,181.31,8:03:18 AM,183.30,,24,PENGADILAN AGAMA,9:26:22 AM,,34.4,44.6,14.1,0.80,9:26:06 AM,266.10,9:25:47 AM,265.78,9:28:06 AM,268.10,,24,PENGADILAN AGAMA,10:54:53 AM,,43.1,50.0,39.2,0.80,10:54:29 AM,354.48,10:54:20 AM,354.33,10:54:35 AM,354.59,,24,PENGADILAN AGAMA,12:26:46 PM,,39.9,42.8,33.3,0.81,12:26:26 PM,446.43,12:26:21 PM,446.35,12:26:41 PM,446.68,,24,PENGADILAN AGAMA,2:08:45 PM,,32.3,39.1,29.7,0.92,2:08:52 PM,548.86,2:08:34 PM,548.56,2:09:01 PM,549.01,,,24,PENGADILAN AGAMA,3:33:27 PM,,44.5,48.9,43.5,0.8,3:33:03 PM,633.05,3:32:57 PM,632.95,3:33:04 PM,633.07,,24,PENGADILAN AGAMA,5:07:32 PM,,35.1,37.8,36.6,0.75,5:07:19 PM,727.32,5:07:13 PM,727.22,5:07:16 PM,727.26
,TERMINAL JAKABARING,6:20:35 AM,,20,34,6,0.75,6:19:36 AM,79.60,6:18:40 AM,78.67,6:24:51 AM,84.85,,,TERMINAL JAKABARING, 08:05:35,,19.7,38.9,14.8,0.75,8:04:39 AM,184.65,8:03:31 AM,183.52,8:05:24 AM,185.41,,,TERMINAL JAKABARING,9:28:55 AM,,32.6,46.2,19.1,0.75,9:27:45 AM,267.75,9:27:20 AM,267.34,9:28:43 AM,268.72,,,TERMINAL JAKABARING,10:57:45 AM,,18.7,26.5,14.3,0.75,10:57:17 AM,357.29,10:56:35 AM,356.58,10:58:02 AM,358.03,,,TERMINAL JAKABARING,12:29:15 PM,,19.7,48.2,19.6,0.73,12:28:59 PM,448.99,12:27:41 PM,447.68,12:29:00 PM,449.00,,,TERMINAL JAKABARING,2:11:04 PM,,34.4,48.7,25.1,0.80,2:10:09 PM,550.15,2:09:44 PM,549.74,2:10:40 PM,550.66,,,,TERMINAL JAKABARING,3:35:27 PM,,35.2,40.1,25.1,0.8,3:34:49 PM,634.81,3:34:39 PM,634.65,3:35:22 PM,635.36,,,TERMINAL JAKABARING,5:09:37 PM,,26.1,35.7,25.1,0.79,5:09:21 PM,729.35,5:08:52 PM,728.86,5:09:25 PM,729.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.21,5:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.21,5:01:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.00,5:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
