,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DJKA,7:03:43 AM,7:03:53 AM,35.20,43.60,30.00,0.41,7:02:58 AM,122.97,7:02:50 AM,122.83,7:03:05 AM,123.09,,18,DJKA,8:42:46 AM,8:42:56 AM,33.53,42.80,30.10,0.43,8:41:50 AM,221.84,8:41:40 AM,221.67,8:41:55 AM,221.92,,18,DJKA,10:14:31 AM,10:14:41 AM,27.88,42.12,20.92,0.42,10:14:18 AM,314.30,10:14:00 AM,314.00,10:14:36 AM,314.60,,18,DJKA,11:38:34 AM,11:38:44 AM,28.30,34.70,22.14,0.41,11:38:33 AM,398.55,11:38:24 AM,398.39,11:38:48 AM,398.79,,18,DJKA,1:17:48 PM,1:17:58 PM,31.1,37.4,3.3,0.43,1:17:39 PM,497.65,1:17:30 PM,497.51,1:24:38 PM,504.63,,18,DJKA,2:51:19 PM,2:51:29 PM,32.6,38.9,6.7,0.43,2:41:12 PM,581.21,2:41:05 PM,581.08,2:44:16 PM,584.27,,18,DJKA,4:17:11 PM,4:17:21 PM,29.4,40.7,9.2,0.43,4:17:05 PM,677.08,4:16:50 PM,676.83,4:19:00 PM,679.00,,18,DJKA,5:37:24 PM,5:37:34 PM,25.6,40.3,3.3,0.43,5:37:13 PM,757.22,5:36:51 PM,756.86,5:44:02 PM,764.03
19,STASIUN JAKABARING,7:05:39 AM,7:05:49 AM,38.01,42.80,30.20,1.03,7:05:21 AM,125.34,7:05:10 AM,125.16,7:05:46 AM,125.76,,19,STASIUN JAKABARING,8:44:38 AM,8:44:48 AM,38.26,43.60,25.43,1.03,8:44:23 AM,224.38,8:44:11 AM,224.18,8:45:12 AM,225.20,,19,STASIUN JAKABARING,10:16:12 AM,10:16:22 AM,36.19,43.78,24.98,1.03,10:16:13 AM,316.22,10:15:56 AM,315.93,10:16:59 AM,316.99,,19,STASIUN JAKABARING,11:40:13 AM,11:40:23 AM,36.56,43.90,31.89,1.04,11:40:16 AM,400.27,11:39:59 AM,399.99,11:40:31 AM,400.52,,19,STASIUN JAKABARING,1:19:34 PM,1:19:44 PM,37.8,45.4,4.9,1.03,1:19:26 PM,499.43,1:19:10 PM,499.16,1:30:25 PM,510.41,,19,STASIUN JAKABARING,2:53:17 PM,2:53:27 PM,36.0,44.3,6.7,1.03,2:53:02 PM,593.03,2:52:43 PM,592.71,3:00:32 PM,600.54,,19,STASIUN JAKABARING,4:18:50 PM,4:19:00 PM,40.6,44.8,7.7,1.03,4:18:42 PM,678.71,4:18:34 PM,678.56,4:25:13 PM,685.21,,19,STASIUN JAKABARING,5:39:01 PM,5:39:11 PM,41.5,46.1,9.4,1.03,5:38:53 PM,758.89,5:38:44 PM,758.74,5:43:58 PM,763.97
20,GOR JAKABARING,7:06:34 AM,7:06:44 AM,27.30,39.60,24.30,0.25,7:06:12 AM,126.20,7:06:02 AM,126.03,7:06:16 AM,126.27,,20,GOR JAKABARING,8:45:35 AM,8:45:45 AM,41.00,41.00,20.63,0.24,8:44:59 AM,224.98,8:44:59 AM,224.98,8:45:20 AM,225.33,,20,GOR JAKABARING,10:17:14 AM,10:17:24 AM,32.00,38.30,23.90,0.24,10:16:39 AM,316.65,10:16:35 AM,316.58,10:16:48 AM,316.80,,20,GOR JAKABARING,11:41:25 AM,11:41:35 AM,27.77,36.10,21.00,0.27,11:40:48 AM,400.80,11:40:40 AM,400.67,11:40:59 AM,400.99,,20,GOR JAKABARING,1:20:13 PM,1:20:23 PM,29.1,33.1,5.4,0.26,1:20:06 PM,500.10,1:20:02 PM,500.04,1:22:27 PM,502.46,,20,GOR JAKABARING,2:53:59 PM,2:54:09 PM,29.6,39.7,6.4,0.26,2:53:49 PM,593.81,2:53:41 PM,593.68,2:55:43 PM,595.72,,20,GOR JAKABARING,4:19:24 PM,4:19:34 PM,30.2,41.0,9.3,0.26,4:19:21 PM,679.35,4:19:13 PM,679.21,4:20:31 PM,680.51,,20,GOR JAKABARING,5:39:42 PM,5:39:52 PM,26.9,37.1,5.5,0.26,5:39:36 PM,759.60,5:39:26 PM,759.44,5:41:51 PM,761.85
21,BANK SUMSEL BABEL B,7:07:35 AM,7:07:45 AM,39.80,43.60,30.08,0.58,7:07:26 AM,127.44,7:07:22 AM,127.36,7:07:43 AM,127.72,,21,BANK SUMSEL BABEL B,8:46:58 AM,8:47:08 AM,36.82,43.60,24.65,0.59,8:46:33 AM,226.54,8:46:24 AM,226.40,8:47:01 AM,227.02,,21,BANK SUMSEL BABEL B,10:18:24 AM,10:18:34 AM,34.59,40.80,23.80,0.64,10:18:21 AM,318.34,10:18:10 AM,318.17,10:18:51 AM,318.85,,21,BANK SUMSEL BABEL B,11:42:45 AM,11:42:55 AM,36.00,43.20,25.10,0.62,11:42:27 AM,402.45,11:42:17 AM,402.28,11:42:54 AM,402.90,,21,BANK SUMSEL BABEL B,1:21:37 PM,1:21:47 PM,31.6,40.0,4.9,0.64,1:21:26 PM,501.43,1:21:11 PM,501.18,1:28:03 PM,508.05,,21,BANK SUMSEL BABEL B,2:56:39 PM,2:56:49 PM,30.6,41.2,5.1,0.64,2:55:14 PM,595.24,2:54:55 PM,594.92,3:01:31 PM,601.51,,21,BANK SUMSEL BABEL B,4:20:53 PM,4:21:03 PM,31.0,39.8,2.4,0.64,4:20:38 PM,680.64,4:20:22 PM,680.36,4:35:24 PM,695.40,,21,BANK SUMSEL BABEL B,5:41:05 PM,5:41:15 PM,32.0,40.0,2.8,0.64,5:40:54 PM,760.90,5:40:40 PM,760.66,5:53:25 PM,773.41
22,PLN B,7:08:24 AM,7:08:34 AM,37.28,43.20,20.80,0.74,7:08:46 AM,128.77,7:08:37 AM,128.61,7:09:43 AM,129.72,,22,PLN B,8:48:07 AM,8:48:17 AM,40.14,50.40,38.61,0.75,8:48:05 AM,228.09,8:47:52 AM,227.86,8:48:08 AM,228.13,,22,PLN B,10:19:30 AM,10:19:40 AM,38.71,45.20,35.10,0.77,10:19:36 AM,319.59,10:19:25 AM,319.42,10:19:43 AM,319.72,,22,PLN B,11:44:25 AM,11:44:35 AM,38.39,43.90,27.19,0.77,11:43:57 AM,403.95,11:43:48 AM,403.80,11:44:27 AM,404.45,,22,PLN B,1:22:52 PM,1:23:02 PM,39.7,45.7,1.0,0.74,1:22:44 PM,502.74,1:22:35 PM,502.59,2:06:01 PM,546.02,,22,PLN B,2:58:04 PM,2:58:14 PM,36.1,43.1,7.8,0.74,2:57:53 PM,597.88,2:57:41 PM,597.68,3:02:21 PM,602.34,,22,PLN B,4:22:04 PM,4:22:14 PM,39.9,46.8,7.1,0.74,4:22:00 PM,682.00,4:21:50 PM,681.83,4:27:08 PM,687.14,,22,PLN B,5:42:23 PM,5:42:33 PM,35.5,42.1,9.3,0.74,5:42:20 PM,762.33,5:42:08 PM,762.14,5:45:51 PM,765.86
23,SIMPANG RS BARI,7:10:34 AM,7:10:44 AM,34.23,45.00,10.61,0.89,7:09:58 AM,129.96,7:09:35 AM,129.59,7:13:26 AM,133.43,,23,SIMPANG RS BARI,8:49:23 AM,8:49:33 AM,35.72,43.90,20.44,0.81,8:49:29 AM,229.48,8:49:13 AM,229.22,8:50:30 AM,230.49,,23,SIMPANG RS BARI,10:21:08 AM,10:21:18 AM,35.83,44.90,33.45,0.89,10:20:59 AM,320.99,10:20:41 AM,320.69,10:21:06 AM,321.10,,23,SIMPANG RS BARI,11:46:13 AM,11:46:23 AM,32.91,42.18,25.19,0.89,11:46:02 AM,406.04,11:45:41 AM,405.68,11:46:32 AM,406.54,,23,SIMPANG RS BARI,1:24:36 PM,1:24:46 PM,33.7,43.2,10.4,0.9,1:24:28 PM,504.47,1:24:07 PM,504.12,1:28:04 PM,508.06,,23,SIMPANG RS BARI,2:59:46 PM,2:59:56 PM,33.7,38.8,5.7,0.9,2:59:40 PM,599.67,2:59:28 PM,599.46,3:07:32 PM,607.54,,23,SIMPANG RS BARI,4:23:48 PM,4:23:58 PM,34.5,41.5,3.1,0.9,4:23:38 PM,683.63,4:23:22 PM,683.37,4:39:29 PM,699.49,,23,SIMPANG RS BARI,5:44:17 PM,5:44:27 PM,32.0,43.9,8.3,0.9,5:44:04 PM,764.07,5:43:37 PM,763.61,5:48:53 PM,768.89
24,PENGADILAN AGAMA,7:12:19 AM,7:12:29 AM,36.31,42.80,30.45,0.79,7:11:52 AM,131.87,7:11:40 AM,131.67,7:12:07 AM,132.12,,24,PENGADILAN AGAMA,9:01:25 AM,9:01:35 AM,33.48,44.30,10.36,0.78,8:50:47 AM,230.78,8:50:26 AM,230.44,8:53:54 AM,233.90,,24,PENGADILAN AGAMA,10:23:16 AM,10:23:26 AM,34.04,46.90,20.12,0.74,10:22:26 AM,322.44,10:22:05 AM,322.08,10:23:20 AM,323.34,,24,PENGADILAN AGAMA,11:47:31 AM,11:47:41 AM,36.92,44.70,24.19,0.78,11:47:29 AM,407.48,11:47:16 AM,407.26,11:48:09 AM,408.15,,24,PENGADILAN AGAMA,1:26:00 PM,1:26:10 PM,36.7,42.1,8.3,0.77,1:25:52 PM,505.86,1:25:42 PM,505.70,1:30:10 PM,510.17,,24,PENGADILAN AGAMA,3:01:18 PM,3:01:28 PM,33.6,37.4,10.3,0.77,3:01:09 PM,601.14,3:01:00 PM,601.00,3:04:15 PM,604.25,,24,PENGADILAN AGAMA,4:25:19 PM,4:25:29 PM,32.7,43.2,3.2,0.77,4:25:13 PM,685.21,4:24:52 PM,684.87,4:38:14 PM,698.24,,24,PENGADILAN AGAMA,5:45:39 PM,5:45:49 PM,37.7,43.9,5.8,0.77,5:45:31 PM,765.51,5:45:20 PM,765.34,5:52:15 PM,772.25
,TERMINAL JAKABARING,7:16:58 AM,,12.38,34.20,5.31,0.80,7:16:12 AM,136.19,7:13:43 AM,133.72,7:21:21 AM,141.36,,,TERMINAL JAKABARING,6:54:13 AM,,20.51,32.40,14.61,0.75,9:03:37 AM,243.61,9:02:48 AM,242.81,9:04:30 AM,244.50,,,TERMINAL JAKABARING,10:25:58 AM,,21.30,34.80,14.80,0.79,10:25:30 AM,325.49,10:24:38 AM,324.63,10:26:28 AM,326.47,,,TERMINAL JAKABARING,11:50:23 AM,,19.64,31.90,12.70,0.79,11:49:56 AM,409.93,11:49:00 AM,409.00,11:51:15 AM,411.25,,,TERMINAL JAKABARING,1:28:04 PM,1:28:14 PM,23.3,41.0,6.5,0.79,1:28:02 PM,508.03,1:27:09 PM,507.16,1:33:18 PM,513.29,,,TERMINAL JAKABARING,3:03:58 PM,3:04:08 PM,19.3,31.0,13.5,0.79,3:03:45 PM,603.76,3:02:50 PM,602.83,3:04:49 PM,604.81,,,TERMINAL JAKABARING,4:27:46 PM,4:27:56 PM,20.5,38.2,9.7,0.79,4:27:38 PM,687.63,4:26:33 PM,686.56,4:30:12 PM,690.20,,,TERMINAL JAKABARING,5:47:34 PM,5:47:44 PM,25.6,40.0,3.9,0.79,5:47:30 PM,767.50,5:46:50 PM,766.84,5:57:48 PM,777.80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.21,5:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.21,5:01:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.00,5:02:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
